Fichero generado por el Mityc30/10/2013
Longitud;Latitud;Descripcion
-5.68672;43.39569;REPSOL L-D: 24H 1,345 e
-6.56947;37.89697;AGLA L-D: 06:00-22:00 1,345 e
-6.91408;42.65881;VALCARCE L-D: 24H 1,345 e
-6.34908;40.29157;(sin rotulo) L-D: 07:30-20:30 1,345 e
-5.96889;37.38725;GALP L-D: 24H 1,345 e
-6.1425;36.43044;SHELL L-D: 24H 1,345 e
-4.52767;36.5905;BENAZAHAR L-D: 06:30-23:30 1,345 e
-3.98758;39.68428;SARAS ENERGIA L-D: 06:45-22:30 1,345 e
-4.80117;37.27578;SHELL L-D: 06:00-00:00 1,346 e
-8.23056;43.27828;SERVICIOS POLIGONO PIADEL L-D: 24H 1,346 e
-1.84528;38.97172;LOS ANGELES DE LA MANCHA, L-D: 06:00-22:00 1,346 e
0.05422;38.79767;SHELL L-D: 06:00-22:00 1,346 e
0.05297;38.79742;SHELL L-D: 06:00-22:00 1,346 e
-5.08733;37.23364;SHELL L-D: 24H 1,346 e
-2.64253;36.75717;COSTA DE ALMERIA L-D: 07:00-22:00 1,346 e
-6.96194;38.87875;CEPSA L-D: 07:00-23:00 1,346 e
-6.95975;38.87275;CEPSA L-D: 24H 1,346 e
-6.35034;38.55796;CEPSA L-D: 07:00-23:00 1,346 e
-6.332;38.91506;CEPSA L-D: 06:00-22:00 1,346 e
-3.29842;40.58342;REPSOL-GANZO L-D: 24H 1,346 e
-0.25144;40.43203;CEPSA L-D: 08:00-22:00 1,346 e
0.09972;38.84833;MOSCARDO L-D: 06:00-10:00 1,346 e
-4.65425;37.52478;REPSOL L-D: 24H 1,346 e
-4.48661;37.4145;REPSOL L-D: 06:00-22:00 1,346 e
-1.97092;37.35206;REPSOL L-D: 24H 1,346 e
-2.14803;37.38603;REPSOL L-S: 08:00-22:00 1,346 e
-2.1355;37.37956;SAN JOSE L-D: 24H 1,346 e
-6.17172;36.87172;REPSOL L-D: 06:00-23:00 1,346 e
-4.48228;37.41883;E.S. LA VINUELA L-D: 06:00-22:00 1,346 e
-4.94881;36.78878;LOS JARDINES DEL BURGO L-D: 06:00-22:00 1,346 e
-5.63536;37.08036;REPSOL Horario Especial 1,346 e
-4.88247;37.29139;BP L-D: 06:00-22:00 1,346 e
-5.11517;36.78364;RONDA-LOS PINOS L-D: 24H 1,346 e
-4.15375;37.32656;REPSOL Horario Especial 1,346 e
-4.79669;37.19775;SHELL L-D: 07:30-22:00 1,346 e
-6.68539;39.11567;CEPSA L-D: 06:00-22:00 1,346 e
-6.94534;38.9216;CEPSA L-D: 07:00-23:00 1,346 e
-5.42075;41.86583;SARAS L-D: 07:00-23:00 1,346 e
-4.39178;40.35847;CARREFOUR L-D: 24H 1,346 e
-8.13933;43.23967;REPSOL L-D: 24H 1,346 e
-0.57858;39.47878;CONFORT AUTO D: 06:00-00:00 1,346 e
-6.39758;38.71089;CEPSA L-D: 24H 1,346 e
-3.61778;37.78897;BP   L-D: 07:00-23:00 1,346 e
-4.76358;37.39683;M3 PETROLEOS L-D: 24H 1,346 e
-1.84531;38.97178;LOS ANGELES DE LA MANCHA L-S: 06:00-22:00 1,346 e
-6.17461;36.47089;E.S. TRES CAMINOS L-D: 06:00-23:00 1,346 e
-4.21878;37.44047;E.S. LA MILANA L-D: 06:00-22:00 1,346 e
-7.11417;37.32333;REPSOL L-D: 24H 1,346 e
-7.11447;37.32269;REPSOL L-D: 24H 1,346 e
-6.69342;43.53519;CEPSA L-D: 06:00-23:59 1,346 e
-8.36242;43.32436;REPSOL L: 07:00-23:00 1,346 e
-4.93128;37.66308;LA LAGUNILLA L-D: 24H 1,346 e
-8.61453;43.25047;E.S. SAN MARCOS L-D: 07:00-23:00 1,346 e
-0.26453;39.96897;CEPSA L-D: 06:00-22:00 1,346 e
-0.47981;39.43869;GALP L-D: 06:00-22:00 1,346 e
-3.63919;37.80272;BP Horario Especial 1,346 e
-3.63919;37.80272;BP L-D: 06:00-22:00 1,346 e
-3.62296;37.48122;SAN ANTONIO L-S: 06:30-21:30 1,346 e
-3.87622;40.90714;CEPSA L: 07:00-23:00 1,346 e
-3.67619;40.45153;REPSOL Horario Especial 1,346 e
-1.84636;38.99772;CAMPSA L-V: 05:00-23:00 1,346 e
-2.87675;39.50317;CAMPSA Horario Especial 1,346 e
-3.27733;40.55611;REPSOL L-D: 24H 1,346 e
-1.85456;38.99972;REPSOL L-D: 06:00-23:00 1,346 e
-3.26031;40.57511;REPSOL L-D: 06:00-23:00 1,346 e
-3.17603;40.64586;CEPSA L: 07:00-22:00 1,346 e
-5.75678;42.52519;GALP L-D: 07:00-23:00 1,346 e
-4.73458;37.60469;REPSOL L-D: 05:00-00:00 1,346 e
-6.48561;37.39644;REPSOL L-D: 05:00-00:00 1,346 e
-6.40636;37.42353;REPSOL L-D: 07:00-14:00 y 16:00-21:00 1,346 e
-4.74242;37.58764;PRECIOS 22/10/07 Horario Especial 1,346 e
-6.36211;36.76369;NTRA. SRA. DE LA CARIDAD L-D: 24H 1,346 e
-4.50031;37.40375;CARREFOUR L-D: 24H 1,346 e
-6.39992;38.41544;CEPSA L-D: 07:00-23:00 1,346 e
-6.60158;38.90003;CEPSA L-D: 24H 1,346 e
-2.87047;39.50314;CAMPSA L-D: 24H 1,346 e
-3.15897;40.62233;CEPSA L-D: 24H 1,346 e
-4.76353;37.39661;REPSOL L-D: 24H 1,346 e
-0.67722;39.49097;GALP Horario Especial 1,346 e
-0.18606;39.95217;CEPSA L-V: 06:00-22:00 1,346 e
-0.24772;39.96425;CEPSA L-D: 24H 1,346 e
-0.69631;40.01653;CEPSA L-D: 06:00-22:00 1,346 e
-0.26042;39.96533;CEPSA L-S: 06:00-22:00 1,346 e
-8.75478;42.20253;REPSOL L-D: 24H 1,346 e
-6.16606;43.55453;BP CUDILLERO L-D: 24H 1,346 e
-6.41221;43.54261;CEPSA Horario Especial 1,346 e
-5.81122;43.18186;CEPSA L-D: 24H 1,346 e
-5.80975;43.18164;CEPSA L-D: 06:00-23:59 1,346 e
-6.38014;43.35594;CEPSA L-D: 07:00-22:00 1,346 e
-5.79711;43.41556;GALP  Horario Especial 1,346 e
-8.34558;43.34183;MEROIL L-D: 24H 1,346 e
-8.39847;43.37892;REPSOL Horario Especial 1,346 e
-8.41472;43.36819;REPSOL L-S: 08:00-22:00 1,346 e
-9.11297;43.03261;PETRONOR L-D: 07:00-23:00 1,346 e
-8.42472;43.35722;REPSOL L-D: 07:00-23:00 1,346 e
-8.38978;43.32853;PETRONOR L-S: 07:00-23:00 1,346 e
-8.41633;43.33653;REPSOL L-D: 07:00-23:00 1,346 e
-8.39311;43.35433;REPSOL L-D: 07:00-23:00 1,346 e
-9.19361;42.96606;REPSOL L-D: 07:00-23:00 1,346 e
-8.40719;43.35322;REPSOL L-D: 24H 1,346 e
-5.81428;43.60819;REPSOL L-D: 07:00-23:00 1,346 e
-8.38914;43.33925;CAMPSA L-D: 24H 1,346 e
-9.02875;43.112;PETRONOR L-D: 07:00-23:00 1,346 e
-8.55789;43.25342;PETRONOR L-D: 07:00-23:00 1,346 e
-8.42344;43.33581;REPSOL L-S: 07:00-23:00 1,346 e
-8.40578;43.34906;CAMPSA L-D: 24H 1,346 e
2.97664;42.26122;GALP L-D: 06:00-22:00 1,346 e
1.75217;41.358;SHELL L-D: 06:00-22:00 1,346 e
1.59919;41.39003;LA BENCINERA L-D: 24H 1,346 e
2.8785;42.40689;TORTUGA L-D: 24H 1,346 e
1.75269;41.35689;SHELL L-D: 06:00-22:00 1,346 e
2.86811;41.89161;RABELL L-D: 06:00-22:00 1,346 e
2.787;41.67761;SANTA ANNA L-D: 24H 1,346 e
0.48881;41.55164;CEPSA L-D: 07:00-23:00 1,346 e
0.63708;41.60906;CEPSA L-D: 06:00-22:00 1,346 e
0.63622;41.60931;CEPSA L-D: 06:00-22:00 1,346 e
0.96528;42.23831;CEPSA L-D: 06:00-22:00 1,346 e
3.04689;41.79156;CEPSA L-D: 07:00-23:00 1,346 e
2.60033;41.73231;CEPSA L-D: 06:00-22:00 1,346 e
2.60039;41.73281;CEPSA L-D: 06:00-22:00 1,346 e
0.59261;41.63194;CEPSA L-D: 07:00-23:00 1,346 e
0.62675;41.63078;PETROCAT L-D: 06:00-23:59 1,346 e
2.81131;41.96803;CEPSA L-D: 06:00-22:00 1,346 e
3.04953;42.06469;CEPSA L: 07:00-22:00 1,346 e
3.07061;41.95594;CEPSA L-D: 06:00-22:00 1,347 e
-7.56717;43.02567;REPSOL L-D: 24H 1,347 e
-7.67233;43.30264;REPSOL L-D: 07:00-23:00 1,347 e
-7.68447;43.29622;REPSOL L-D: 24H 1,347 e
-7.96789;43.18125;CEPSA L-D: 07:00-23:00 1,347 e
-8.05794;42.42581;CEPSA L: 07:00-23:00 1,347 e
-8.41892;43.36564;CEPSA L-D: 24H 1,347 e
-8.41733;43.35042;CEPSA L: 07:00-23:00 1,347 e
-8.40375;43.36539;CEPSA Horario Especial 1,347 e
-5.76786;43.55483;CEPSA L-D: 06:30-22:30 1,347 e
-5.67628;43.52769;FORO S.L. L-D: 24H 1,347 e
-5.58428;43.51708;CEPSA Horario Especial 1,347 e
-5.69025;43.49414;CEPSA L-S: 08:00-22:00 1,347 e
-5.69544;43.54317;CEPSA L-D: 24H 1,347 e
-8.06852;42.43219;CEPSA L-D: 24H 1,347 e
-1.67628;42.20033;REPSOL L-D: 24H 1,347 e
-1.67489;42.20036;REPSOL L-D: 24H 1,347 e
-1.74392;42.86164;REPSOL L-D: 24H 1,347 e
-1.50317;42.93717;AVIA L-D: 08:00-21:00 1,347 e
-1.86303;42.9125;REPSOL L-D: 06:00-22:00 1,347 e
2.09194;41.37744;GALP L-D: 24H 1,347 e
-0.14878;38.936;SARAS ENERGIA L-D: 08:00-22:00 1,347 e
-0.58203;38.82911;SARAS ENERGIA Horario Especial 1,347 e
-5.55967;42.63322;GALP L-D: 07:00-23:00 1,347 e
-6.61997;38.84211;CEPSA L-D: 24H 1,347 e
-5.12181;41.59782;REPOSTAR-LA TORRE L-D: 24H 1,347 e
-5.09811;37.70814;HBC L-D: 07:00-21:00 1,347 e
-3.73008;40.38742;CEPSA L-D: 24H 1,347 e
-3.99064;40.39447;CEPSA L-D: 06:00-23:59 1,347 e
-7.26472;42.47422;REPSOL L-D: 07:00-23:00 1,347 e
-7.40919;43.20781;SARAS L-D: 07:00-23:00 1,347 e
-7.67064;43.29414;REPSOL L-D: 07:00-23:00 1,347 e
-3.73072;40.38786;CEPSA L-D: 24H 1,347 e
-6.73708;37.92883;AGLA L-D: 06:00-22:00 1,347 e
-3.70939;37.19261;LA REAL SANTA FE L-D: 24H 1,347 e
-3.90214;40.68853;CEPSA L-D: 24H 1,347 e
-4.04081;37.18683;BP HUETOR TAJAR L-D: 06:00-00:00 1,347 e
-7.87828;43.7318;ORTEGAL OIL Horario Especial 1,348 e
-7.84675;43.67805;E.S. SANTA MARTA Horario Especial 1,348 e
-5.7854;38.97082;CEPSA Horario Especial 1,348 e
-8.02186;43.56542;E.S. SAN ANTONIO MOECHE Horario Especial 1,348 e
-7.95369;43.60358;E.S. A BARQUEIRA L-S: 08:00-22:00 1,348 e
-3.66531;37.20744;SHELL Horario Especial 1,348 e
-0.46097;39.26122;PETROLEOS CN-340 L-D: 06:00-22:00 1,348 e
-8.86197;42.99786;E.S. MUINO GRANDE L-D: 07:00-23:00 1,348 e
-0.33722;39.46356;SHELL L-D: 24H 1,348 e
0.8625;41.52278;SHELL L-D: 06:00-22:00 1,348 e
-5.88372;38.95842;CEPSA L-D: 06:30-23:00 1,348 e
-5.85186;38.96117;CEPSA L-D: 06:00-00:00 1,348 e
-3.35336;41.59931;GALP L: 08:00-22:00 1,348 e
-5.46153;37.12572;GALP L-D: 07:00-23:00 1,348 e
-6.22286;36.59369;CEPSA L-D: 06:00-00:00 1,348 e
-6.20075;36.61681;CEPSA Horario Especial 1,348 e
-3.62108;37.21522;BP PULIANAS L-D: 24H 1,348 e
-0.21247;39.82181;COOP. ISIDRO LA VALL L-D: 06:00-21:00 1,348 e
-2.42622;39.56239;CARBURANTES MUNOZ PORRAS, L-D: 24H 1,348 e
1.26097;41.31103;CEPSA L-D: 24H 1,348 e
-0.45444;39.47531;BP OIL ESPANA, S.A. L-D: 06:00-22:00 1,348 e
-3.48528;42.94317;BEROIL L-D: 07:30-22:30 1,348 e
-5.93386;37.43153;SANCARISA L: 06:00-23:00 1,348 e
-5.43897;36.18069;E.S.PALMONES L-D: 07:00-22:00 1,348 e
-7.18072;42.03211;REPSOL L-D: 24H 1,348 e
-6.21697;36.58389;SHELL L-D: 06:00-00:00 1,348 e
-1.60881;42.93181;AVIA Horario Especial 1,348 e
-4.79033;37.85172;BP L-D: 06:00-23:00 1,348 e
-3.62619;39.06869;FERSA COMBUSTIBLES, S.L. L-D: 06:00-22:00 1,348 e
-4.49379;37.4054;OLIVARES L-D: 24H 1,348 e
-3.01892;37.92047;E.S. EL MIRADOR L-D: 06:00-23:00 1,348 e
-5.71458;41.52486;REPOSTAR--VISTA ALEGRE L-D: 07:00-23:00 1,348 e
-5.78708;42.78411;E.S.CARGOSA L-D: 07:00-23:00 1,348 e
-5.79511;38.98419;CEPSA L-D: 06:00-23:00 1,348 e
-0.42636;39.02144;PETROMAR Horario Especial 1,348 e
-0.25569;39.67297;GALP Horario Especial 1,348 e
-0.34778;39.46419;REPSOL L-D: 06:30-22:30 1,348 e
-1.59383;37.41633;TRUCKSTOP AGUILAS L-D: 06:30-23:00 1,348 e
-3.59114;40.03847;EMBOCADOR L-D: 07:00-23:00 1,348 e
-0.48661;39.84997;CAMPSA L-D: 06:00-22:00 1,348 e
-1.64361;42.80125;CAMPSA Horario Especial 1,348 e
-1.63528;42.77597;REPSOL L-D: 24H 1,348 e
-1.63472;42.77611;REPSOL L-D: 06:00-22:00 1,348 e
-7.00919;42.03869;CEPSA L-D: 08:00-00:00 1,348 e
-7.00967;42.03897;CEPSA EE.SS. L-D: 24H 1,348 e
-8.08508;43.52714;GALP L-D: 07:00-23:00 1,348 e
-7.91156;43.65553;GALP L-D: 07:00-23:00 1,348 e
-7.86456;42.25072;REPSOL L-D: 24H 1,348 e
0.63315;41.59942;CEPSA L-D: 06:00-23:00 1,348 e
0.82372;41.54881;CAMPSA Horario Especial 1,348 e
-0.34803;39.70661;ESTACION DE SERVICIO ESTI Horario Especial 1,348 e
-0.37469;39.27378;SAROIL L-D: 24H 1,349 e
-0.80331;38.16758;BRIOGAS L-D: 06:00-22:00 1,349 e
1.09506;41.12197;REPSOL L-D: 06:30-22:30 1,349 e
2.31772;41.61972;GALP  L-D: 24H 1,349 e
2.51803;41.64361;REPSOL L: 07:00-21:00 1,349 e
0.81623;41.77281;NOGUERAPARC L-D: 24H 1,349 e
2.22972;41.79722;SANT ANTONI L: 06:30-21:30 1,349 e
0.56881;41.824;PETRONOR L-D: 24H 1,349 e
2.5425;41.59778;REPSOL Horario Especial 1,349 e
0.59131;41.73322;REPSOL L-D: 06:00-22:00 1,349 e
-1.48939;37.77578;ESTACION DE SERVICIO VILL L-D: 06:00-23:00 1,349 e
-2.20197;37.99858;EL MORAL L-D: 07:00-22:00 1,349 e
-1.33853;38.00886;REPSOL L: 06:00-22:00 1,349 e
-1.33803;38.00664;REPSOL L-D: 06:00-22:00 1,349 e
-0.86175;37.72933;REPSOL L-D: 06:30-23:00 1,349 e
-1.12356;37.74675;EL MARINO L-D: 24H 1,349 e
2.45028;41.65744;REPSOL L-D: 06:00-22:00 1,349 e
1.79331;41.70072;REPSOL L-D: 06:00-22:00 1,349 e
1.79303;41.70114;REPSOL L-D: 06:00-22:00 1,349 e
0.63594;41.81436;ES ALGERRI L-D: 24H 1,349 e
3.06542;42.02897;REPSOL Horario Especial 1,349 e
2.25283;41.92067;REPSOL L-D: 06:00-22:00 1,349 e
2.23311;41.55883;CEPSA L-D: 06:00-22:00 1,349 e
1.65239;41.31386;GALP Horario Especial 1,349 e
1.90297;41.50783;SARAS ENERGIA  Horario Especial 1,349 e
2.035;41.57994;CARREFOUR L-D: 24H 1,349 e
2.76169;41.78564;GALP L-D: 06:00-22:00 1,349 e
2.36139;41.51128;REPSOL L-D: 06:00-22:00 1,349 e
2.29844;41.92886;REPSOL L-D: 06:00-22:00 1,349 e
1.81033;41.73814;PETROCAT L-D: 06:00-22:00 1,349 e
1.09453;41.782;CEPSA L-D: 07:00-22:00 1,349 e
1.09414;41.78172;CEPSA L-D: 07:00-22:00 1,349 e
1.87492;41.53219;BP PARADA LA CREU L-D: 24H 1,349 e
0.98842;42.13175;CEPSA L-D: 07:30-22:00 1,349 e
3.05086;41.81622;REPSOL L-D: 07:00-23:00 1,349 e
2.27747;41.95222;REPSOL Horario Especial 1,349 e
2.30914;41.59669;REPSOL L-D: 24H 1,349 e
2.82383;41.97522;REPSOL L-D: 24H 1,349 e
2.12958;41.38597;BP  L: 06:00-23:00 1,349 e
2.171;41.44364;BP L-D: 24H 1,349 e
1.88019;41.55231;CAMPSA EXPRESS L-D: 24H 1,349 e
2.48783;41.68636;REPSOL L-D: 24H 1,349 e
0.72975;42.83211;REPSOL L-D: 07:00-23:00 1,349 e
2.51956;41.56614;REPSOL L-D: 07:00-23:00 1,349 e
0.47561;41.54453;CAMPSA L-D: 06:00-22:00 1,349 e
1.00717;41.63239;REPSOL L-D: 06:00-22:00 1,349 e
0.393;41.65261;REPSOL L-D: 24H 1,349 e
2.19253;41.48042;REPSOL L-D: 24H 1,349 e
0.61225;41.60581;CEPSA L-D: 24H 1,349 e
1.82031;41.72178;REPSOL L-D: 06:00-00:00 1,349 e
2.34014;41.63481;REPSOL L-D: 06:00-22:00 1,349 e
2.33972;41.63522;REPSOL L-D: 24H 1,349 e
2.24558;41.92811;REPSOL L-D: 06:00-22:00 1,349 e
2.24467;41.92817;REPSOL L-D: 06:00-22:00 1,349 e
2.04064;41.54828;REPSOL L-D: 06:00-22:00 1,349 e
2.03819;41.55142;REPSOL L-D: 06:00-22:00 1,349 e
1.92753;41.38275;REPSOL L-D: 06:00-22:00 1,349 e
2.79853;41.97347;MEROIL L-D: 24H 1,349 e
1.67611;41.55261;CAMPSA L-D: 24H 1,349 e
0.51167;41.55886;REPSOL L-D: 06:00-22:00 1,349 e
1.78219;41.43747;PERE AMAT L-D: 24H 1,349 e
2.34175;41.59214;REPSOL L-D: 06:00-22:00 1,349 e
2.04839;41.49708;REPSOL L-D: 24H 1,349 e
2.04928;41.49822;REPSOL L-D: 24H 1,349 e
2.18692;41.53986;REPSOL L-D: 06:00-22:00 1,349 e
2.23414;42.03189;REPSOL L-D: 06:00-22:00 1,349 e
2.18711;41.53958;REPSOL L-D: 24H 1,349 e
-3.68458;40.43792;REPSOL L-D: 24H 1,349 e
2.81903;41.99117;CEPSA L-D: 06:00-22:00 1,349 e
2.14186;41.35522;GALP L-V: 06:00-22:00 1,349 e
-8.18797;43.37322;REPSOL L: 06:00-12:00 1,349 e
-8.06394;43.21561;REPSOL Horario Especial 1,349 e
-5.06139;43.45592;REPSOL L: 06:00-22:00 1,349 e
-5.84183;43.43217;CAMPSA L: 06:00-22:00 1,349 e
-5.11989;43.35089;CAMPSA L: 06:00-22:00 1,349 e
-5.18275;43.3885;GALP ARRIONDAS L-D: 24H 1,349 e
-5.83808;43.42717;ASIPO SERVICIOS Horario Especial 1,349 e
-5.78406;43.38275;SUPRA CARBURANTES L-D: 24H 1,349 e
-6.25892;43.40867;GALP Horario Especial 1,349 e
-3.96758;43.32817;MEROIL L-D: 07:00-22:30 1,349 e
-3.86786;43.32069;REPSOL L: 06:00-22:00 1,349 e
-3.57856;43.41419;REPSOL L: 06:00-22:00 1,349 e
-3.84119;43.45908;REPSOL L: 06:00-22:00 1,349 e
-4.04906;43.39781;REPSOL L: 06:00-22:00 1,349 e
-1.36397;42.59033;REPSOL L: 07:30-21:30 1,349 e
-1.63053;42.98333;CEPSA L-D: 24H 1,349 e
-2.2524;42.66692;AVIA L-D: 24H 1,349 e
0.01475;38.82825;REPSOL L-D: 06:00-22:00 1,349 e
-0.78875;38.11514;GALP Horario Especial 1,349 e
-0.19639;39.93131;E.S.ORENGA S.L. L-S: 07:00-20:50 1,349 e
-0.18461;39.92319;GALP Horario Especial 1,349 e
-0.49397;39.84781;GEST Horario Especial 1,349 e
0.00756;38.84783;REPSOL L-D: 07:00-10:00 1,349 e
-0.95412;38.08259;PETRONOR L-D: 06:00-22:00 1,349 e
0.03889;38.80011;REPSOL L-D: 06:00-22:00 1,349 e
0.07658;38.72676;MEROIL L: 07:00-21:00 1,349 e
1.12475;41.11767;GALP L-D: 07:00-23:00 1,349 e
1.12406;41.11711;GALP L-D: 24H 1,349 e
-3.68633;40.47483;REPSOL L-D: 24H 1,349 e
-3.58019;40.47122;REPSOL L-D: 24H 1,349 e
-3.54617;40.58822;REPSOL L-D: 06:00-23:00 1,349 e
-3.54531;40.58756;REPSOL L-D: 24H 1,349 e
-3.71753;40.41025;REPSOL L-D: 07:00-23:00 1,349 e
-3.14111;40.40506;REPSOL L: 07:00-22:00 1,349 e
-3.65225;40.53372;REPSOL Horario Especial 1,349 e
0.30942;40.93464;REPSOL L-D: 07:00-21:00 1,349 e
1.22828;41.11739;REPSOL L-D: 06:00-22:00 1,349 e
0.43625;41.05369;REPSOL L-D: 24H 1,349 e
0.31711;41.09178;CAMPSA L-S: 07:00-21:00 1,349 e
1.22003;41.12014;REPSOL L-D: 06:00-22:00 1,349 e
0.53553;41.10972;PETRONOR L: 06:30-21:30 1,349 e
1.13311;41.18028;REPSOL L-D: 06:00-22:00 1,349 e
1.13372;41.18275;REPSOL L-D: 06:00-22:00 1,349 e
1.22244;41.11394;REPSOL L-V: 06:00-22:00 1,349 e
1.22247;41.11542;REPSOL L-D: 06:00-00:00 1,349 e
1.77961;41.58206;GALP L-D: 24H 1,349 e
2.13645;41.36297;GALP L-D: 24H 1,349 e
-3.40347;40.33128;REPSOL L-D: 06:00-23:00 1,349 e
-3.78411;40.95539;REPSOL L: 07:00-23:00 1,349 e
-3.86397;40.34044;BP LOS ROSALES L-D: 24H 1,349 e
-1.19075;38.03606;BP OIL ESPANA S.A. L: 06:00-22:00 1,349 e
-0.87283;37.783;REPSOL L-D: 06:00-22:00 1,349 e
-0.48503;39.18775;GALP L-D: 06:00-22:00 1,349 e
-0.48764;39.22753;GALP L-D: 24H 1,349 e
-1.00072;37.61575;SHELL L-D: 24H 1,349 e
-1.00597;37.615;SHELL L-D: 06:00-00:00 1,349 e
-1.19728;38.06147;BP L-D: 24H 1,349 e
-2.15064;38.87803;E.S. BALAZOTE S.L. L-D: 06:00-00:00 1,349 e
-3.77458;39.67803;HNOS.FERNANDEZ L-D: 24H 1,349 e
-3.77725;39.68919;HNOS.FERNANDEZ Horario Especial 1,349 e
-4.01722;39.94667;REPSOL Horario Especial 1,349 e
-3.60136;39.22647;VILLA RUBEUM,S.L. L-D: 06:30-22:30 1,349 e
-3.87572;40.47378;REPSOL L-D: 07:00-00:00 1,349 e
-3.63289;40.38414;REPSOL L-D: 24H 1,349 e
-1.20214;38.06847;BP L-D: 24H 1,349 e
-0.38031;39.40994;E.S.CARY L-D: 24H 1,349 e
-0.38986;39.39708;VILLANUEVA, C.B. L-D: 24H 1,349 e
-0.40364;39.45933;FUSA L-D: 24H 1,349 e
-0.46964;39.49397;REPSOL L-D: 06:00-22:00 1,349 e
-0.33992;39.42072;PINEDO Horario Especial 1,349 e
-0.42125;39.36295;REPSOL L-D: 24H 1,349 e
-0.41406;39.37839;REPSOL L: 06:00-22:00 1,349 e
-0.59439;39.35856;GALP Horario Especial 1,349 e
-0.40611;39.45908;BP L-D: 06:00-22:00 1,349 e
-0.40761;39.36417;CAMPSA L-D: 06:00-22:00 1,349 e
-0.40431;39.457;CASTILVIEJO L-D: 24H 1,349 e
-0.28572;39.61297;GEST L-D: 07:00-22:00 1,349 e
-0.41536;39.37392;PETRONOR L-D: 06:00-22:00 1,349 e
-0.48981;39.47333;(SIN ROTULO) L: 06:00-23:00 1,349 e
-0.49108;39.47378;(SIN ROTULO) L-D: 24H 1,349 e
-0.39131;39.20317;STARMA L-D: 06:00-22:00 1,349 e
-0.41644;39.46475;CARREFOUR L-S: 09:00-22:00 1,349 e
-0.37892;39.42036;CARREFOUR L-D: 24H 1,349 e
-0.72878;38.06306;GALP L-D: 06:00-00:00 1,349 e
-0.56439;39.91236;SHELL L-D: 07:00-23:00 1,349 e
-0.40569;39.50117;REPSOL L-D: 06:00-22:00 1,349 e
-0.38531;39.44856;LA CRUZ L-D: 24H 1,349 e
-1.28514;40.06325;CAMPSA L-D: 07:30-21:00 1,349 e
-0.51475;39.51125;REPSOL L-S: 07:00-21:00 1,349 e
-6.81775;38.61478;CAMPSA L: 07:00-23:00 1,349 e
-5.85575;38.96561;REPSOL L-D: 06:30-23:00 1,349 e
-3.63172;37.50514;ROALBA L-D: 24H 1,349 e
-6.3835;39.46208;SARAS L-D: 24H 1,349 e
-3.64786;37.19922;MARACENA L-D: 06:00-00:00 1,349 e
-2.93036;36.83439;TRUCKSTOP L-D: 06:00-22:00 1,349 e
-2.79992;36.72092;BAHIA DE ALMERIMAR  L-D: 06:30-22:30 1,349 e
-3.61753;37.12314;BP OGIPLATA L-D: 24H 1,349 e
-6.11169;36.69797;GALP ENERGIA L-D: 24H 1,349 e
-6.02533;36.25333;GALP L-S: 07:00-21:00 1,349 e
-6.117;36.70603;CEPSA L-D: 07:00-23:00 1,349 e
-6.09519;36.72697;CEPSA L-D: 24H 1,349 e
-4.48147;37.59308;REPSOL L-D: 07:00-22:00 1,349 e
-3.42992;36.90133;E.S. ALPUJARRA L-D: 06:30-23:00 1,349 e
-3.00953;37.39233;GOR L-D: 07:00-23:00 1,349 e
-3.49025;41.82317;PETRONOR L: 09:00-21:00 1,349 e
-4.03958;38.03936;SARAS L-D: 06:00-22:00 1,349 e
-3.36447;36.93014;E.S MIRADOR DE POQUEIRA L-D: 07:00-23:00 1,349 e
-6.11022;36.67372;BP L-D: 24H 1,349 e
-3.86742;40.09586;REPSOL L-D: 24H 1,349 e
-4.98581;39.88308;CEPSA L-D: 07:00-22:00 1,349 e
-4.91319;39.96111;REPSOL L-D: 06:00-23:00 1,349 e
-3.77117;39.68506;LUHORPI L-D: 07:00-22:00 1,349 e
-3.79411;40.12119;GALP L-D: 24H 1,349 e
-5.30364;39.89511;REPSOL L-D: 06:00-22:00 1,349 e
-5.05922;40.06114;EE.SS. SAN ISIDRO L-D: 07:00-23:00 1,349 e
-4.15583;39.69056;REPSOL L-D: 06:30-22:00 1,349 e
-3.86739;39.57411;REPSOL L-D: 07:00-21:00 1,349 e
-3.87856;40.07281;REPSOL L-D: 24H 1,349 e
-4.95314;39.94378;REPSOL L-D: 24H 1,349 e
-4.00811;39.91361;REPSOL L-D: 24H 1,349 e
-1.90228;39.72453;CAMPSA L-D: 07:00-22:00 1,349 e
-4.09983;38.70522;REPSOL L-D: 24H 1,349 e
-1.89297;39.02778;REPSOL L-D: 24H 1,349 e
-4.04575;38.87;CAMPSA L-D: 07:00-23:00 1,349 e
-2.33033;39.27606;REPSOL L: 06:00-00:00 1,349 e
-4.07067;38.67986;REPSOL L-D: 06:00-22:00 1,349 e
-3.83664;38.91481;CEPSA L: 06:00-22:00 1,349 e
-3.16686;40.75014;REPSOL L-S: 07:00-22:00 1,349 e
-1.91139;39.25975;REPSOL L-D: 07:00-23:00 1,349 e
-4.106;38.69778;REPSOL L-D: 24H 1,349 e
-4.96525;39.56256;AVIA L-D: 07:00-22:00 1,349 e
-5.33278;39.8955;REPSOL L-D: 24H 1,349 e
-4.562;40.01675;REPSOL L-D: 07:00-23:00 1,349 e
